1.00014 0.495084 0.0694967 1.91101 
1.00023 0.495076 0.0694017 1.91122 
1.00027 0.494961 0.0694395 1.91126 
1.00021 0.495032 0.0694345 1.91116 
1.00043 0.495073 0.0692166 1.91168 
1.00047 0.494829 0.0692479 1.91166 
1.00032 0.495073 0.0693141 1.91144 
1.00041 0.494987 0.0692469 1.91159 
1.00049 0.49466 0.0694979 1.91163 
1.00038 0.494824 0.0694432 1.91145 
1.00048 0.494699 0.0693514 1.91163 
1.00044 0.49472 0.0694239 1.91155 
1.00043 0.4948 0.069309 1.91156 
1.00033 0.494886 0.0694026 1.91137 
1.0003 0.495009 0.0693436 1.91136 
1.00036 0.494897 0.0693489 1.91144 
0.988709 0.500826 0.130929 1.89362 
0.990403 0.498661 0.135727 1.89719 
0.987248 0.502861 0.136025 1.89198 
0.988536 0.500787 0.13462 1.89373 
0.9937 0.492588 0.14395 1.90317 
0.989976 0.496676 0.145872 1.89674 
0.991941 0.495994 0.139955 1.9001 
0.99153 0.495179 0.143648 1.8993 
0.983071 0.507093 0.14659 1.88604 
0.985354 0.504999 0.141227 1.88944 
0.986519 0.50129 0.146763 1.89112 
0.984732 0.50452 0.145242 1.88837 
0.988066 0.499388 0.144973 1.89349 
0.986766 0.502627 0.139814 1.8913 
0.989963 0.498285 0.139313 1.8965 
0.988496 0.499963 0.141155 1.89419 
0.989817 0.499223 0.12933 1.89518 
0.993006 0.495854 0.128774 1.90091 
0.992171 0.497111 0.133753 1.90028 
0.992176 0.497131 0.130976 1.8999 
0.999136 0.489013 0.126015 1.91162 
0.998695 0.489271 0.130823 1.91137 
0.996057 0.49243 0.127698 1.90625 
0.998472 0.489941 0.128471 1.91084 
0.995738 0.49121 0.141245 1.90688 
0.993924 0.494528 0.137637 1.90369 
0.997457 0.490087 0.135793 1.90956 
0.996033 0.491663 0.138387 1.90736 
0.997572 0.490563 0.133241 1.90969 
0.994236 0.494692 0.1349 1.9041 
0.995414 0.493516 0.130027 1.90559 
0.995573 0.493155 0.132617 1.90616 
0.988753 0.50676 0.112632 1.89435 
0.988292 0.504898 0.117167 1.89288 
0.986396 0.511494 0.115867 1.89173 
