1.00011 0.24733 0.034729 1.81717 
0.996788 0.254252 0.0629803 1.81226 
0.998273 0.253301 0.0624122 1.81564 
0.996597 0.258683 0.0507666 1.81225 
0.997522 0.251843 0.0567237 1.81304 
0.998882 0.25136 0.0548165 1.81616 
1.00382 0.229897 0.0499283 1.82292 
0.999377 0.249837 0.0483797 1.81663 
1.00523 0.225319 0.0361854 1.82483 
1.0031 0.234415 0.0447304 1.82191 
1.00461 0.23573 0.0292149 1.8254 
1.0035 0.238734 0.0403469 1.82371 
1.00219 0.241071 0.038132 1.82091 
1.00621 0.224958 0.0285955 1.82694 
1.00987 0.213784 0.0354332 1.83392 
1.00486 0.229436 0.0441415 1.82512 
1.00673 0.221788 0.0425157 1.82804 
1.00772 0.221434 0.0373508 1.83022 
1.00752 0.217664 0.0314005 1.82872 
1.00955 0.210461 0.0282215 1.83223 
1.00662 0.216189 0.0428033 1.8266 
1.00877 0.20476 0.0438724 1.82966 
1.00664 0.220213 0.0491351 1.82778 
1.00531 0.227411 0.0391383 1.82559 
1.00478 0.226064 0.044843 1.82422 
1.00533 0.223827 0.0583929 1.82582 
1.00171 0.239432 0.050262 1.81992 
1.00471 0.225582 0.0548269 1.82446 
1.00199 0.236214 0.0591869 1.82042 
1.00208 0.241563 0.0387696 1.82079 
1.00385 0.231279 0.0420162 1.82295 
1.00196 0.235418 0.0428558 1.81925 
1.01582 0.145458 0.107955 1.84311 
1.00331 0.179338 0.166878 1.82681 
1.00926 0.17861 0.13645 1.83541 
0.999047 0.240475 0.0688835 1.81484 
1.00276 0.240265 0.0258883 1.8218 
1.0068 0.229974 -0.00457273 1.82967 
1.00363 0.238681 0.00782594 1.82371 
1.00271 0.244394 0.00551896 1.82296 
1.00306 0.243321 0.015068 1.8234 
1.00129 0.24656 0.0153572 1.82016 
1.00018 0.241307 0.00755739 1.81785 
1.00214 0.2424 -0.00642803 1.82192 
1.00181 0.243054 0.0322316 1.82025 
1.00157 0.244683 0.0299231 1.82002 
1.00379 0.237984 0.0294321 1.8239 
1.00475 0.23831 0.0234121 1.82623 
1.00475 0.235205 0.0341112 1.82577 
1.01543 0.179136 0.00627706 1.84199 
1.01496 0.181757 0.00708359 1.8412 
1.01583 0.179087 0.00290381 1.84251 
1.01533 0.182753 0.0044681 1.84194 
1.01515 0.186454 0.00448884 1.8419 
1.01681 0.170569 0.00697348 1.84405 
1.01593 0.172477 0.0114779 1.84275 
1.0162 0.170108 0.012447 1.84301 
1.01633 0.170166 0.0149265 1.84337 
1.01598 0.171154 0.0128435 1.84273 
1.01585 0.171119 0.0123684 1.84239 
1.01622 0.173209 0.00849901 1.84318 
1.01558 0.176241 0.00818778 1.84222 
1.0154 0.177259 0.00976715 1.84198 
1.01527 0.180309 0.00866656 1.84184 
1.01494 0.177864 0.0100858 1.84116 
1.01491 0.183095 0.00886507 1.84136 
1.01603 0.176525 0.00663555 1.84311 
1.01508 0.184068 0.00729648 1.84159 
1.01458 0.184014 0.00825567 1.84057 
1.01564 0.184942 0.00100653 1.8428 
1.01477 0.186818 0.00544408 1.84117 
1.01447 0.192023 0.00308071 1.84087 
1.01465 0.192128 0.00120904 1.84138 
1.01408 0.194449 0.00209119 1.84029 
1.01415 0.196331 -0.00246998 1.84083 
1.01284 0.202082 3.34242e-05 1.83858 
1.01482 0.190843 -0.0179871 1.84187 
1.01265 0.203888 -0.00692239 1.83855 
1.01393 0.196358 -0.0352951 1.84163 
1.01573 0.179062 -0.0507799 1.84455 
1.01668 0.176684 -0.0431388 1.84575 
1.01852 0.158468 -0.0385643 1.84754 
1.01746 0.178641 -0.0288523 1.84706 
1.01474 0.186664 -0.0404328 1.84206 
1.01567 0.185806 -0.0229943 1.84341 
1.0165 0.178142 -0.0372941 1.84489 
1.01715 0.176005 -0.0241142 1.84557 
1.01823 0.163898 -0.030256 1.8468 
1.01824 0.16834 -0.0404803 1.84807 
1.02101 0.144384 -0.0359875 1.85201 
1.01777 0.177441 -0.0191112 1.84727 
1.0182 0.167954 -0.00749687 1.84673 
1.0187 0.15849 -0.00796576 1.84676 
1.01673 0.17274 0.00297354 1.84387 
1.01354 0.198961 -0.00726884 1.83986 
1.01657 0.179743 -0.00828952 1.84431 
1.0146 0.189065 -0.00426959 1.8407 
1.01023 0.210243 -0.0268787 1.83449 
1.0155 0.186424 -0.0336379 1.84363 
1.01209 0.204702 -0.021204 1.83776 
1.0136 0.197477 -0.0251995 1.84023 
1.01418 0.194434 -0.0253121 1.8413 
1.01559 0.18296 -0.0160383 1.8425 
1.01484 0.184409 -0.0296602 1.84129 
1.01568 0.183519 -0.00463168 1.84266 
1.01566 0.184938 -0.0107719 1.84278 
1.015 0.190449 -0.00869836 1.84205 
1.0166 0.178169 -0.0171914 1.84428 
1.01699 0.172606 -0.0102456 1.84435 
1.01205 0.205156 -0.0131595 1.83744 
1.0182 0.162458 -0.0202395 1.84609 
1.01586 0.171814 0.0117021 1.84254 
1.01653 0.170164 0.0100644 1.84365 
1.01666 0.168478 0.0210306 1.84399 
1.0169 0.179365 0.0208998 1.84479 
1.0177 0.16722 0.0281832 1.84496 
1.01637 0.17656 0.0252465 1.84301 
1.01458 0.19174 0.0291345 1.84124 
1.0131 0.197281 0.0257758 1.83849 
1.01391 0.195447 0.0189076 1.84006 
1.01069 0.211241 0.0249934 1.83516 
1.01367 0.196579 0.00955036 1.83965 
1.01529 0.183064 0.00981875 1.84192 
1.01551 0.177028 0.00821879 1.842 
1.01538 0.181608 0.0109462 1.84173 
1.01597 0.179489 0.012702 1.84269 
1.01632 0.182826 0.0170032 1.84394 
1.01573 0.183246 0.0162245 1.8425 
1.0163 0.180011 0.0206485 1.8434 
1.01733 0.171777 0.0193361 1.84466 
1.01735 0.175517 0.0151082 1.8454 
1.01823 0.166325 0.0128827 1.84635 
1.01583 0.185275 0.0273309 1.84319 
1.01471 0.192906 0.0225977 1.84165 
1.01576 0.184779 0.0146052 1.84289 
1.01346 0.18722 0.0109921 1.83893 
1.01361 0.189161 0.0106015 1.83918 
1.01377 0.191375 0.0102771 1.83953 
1.01378 0.188606 0.0107564 1.83951 
1.01357 0.186651 0.0110602 1.83907 
1.01339 0.193169 0.0526764 1.83943 
1.01179 0.201258 0.0524216 1.83694 
1.01278 0.198202 0.0466236 1.83852 
1.01155 0.203383 0.0317524 1.83592 
1.01092 0.198852 0.0411383 1.83377 
1.01055 0.201675 0.035168 1.83317 
1.01548 0.186455 0.0359145 1.84275 
1.01534 0.18516 0.0138041 1.84191 
1.01536 0.188926 0.0177687 1.84254 
1.01497 0.189457 0.0175983 1.84166 
1.01531 0.186186 0.0127835 1.84211 
1.01442 0.19146 0.0145524 1.84065 
1.015 0.186626 0.0112394 1.84143 
1.01457 0.189187 0.0122219 1.84101 
1.01404 0.183106 0.00887692 1.83981 
1.01644 0.174682 0.00833572 1.84358 
1.01504 0.178887 0.00861509 1.84121 
1.01486 0.183449 0.00897954 1.84099 
1.01451 0.178596 0.00746075 1.84052 
1.01457 0.170939 0.00190591 1.84044 
